date,Volume,VWAP,Open,Close,High,Low,Trades,SMA_20,SMA_50,SMA_100
2024-03-21,480372310.0,91.6443,92.3,91.435,92.648,90.405,1005134,85.988875,73.21239,60.408564999999996
2024-03-22,586719360.0,93.5181,91.141,94.289,94.778,90.834,1161164,86.762475,74.01117,60.94645500000001
2024-03-25,552136080.0,95.4481,93.941,95.002,96.766,93.51,1113330,87.557975,74.81477,61.484865
2024-03-26,513647580.0,94.4526,95.851,92.561,96.375,92.502,984594,88.25097500000001,75.57179000000001,62.002674999999996
2024-03-27,586067230.0,90.3244,93.112,90.25,93.24,89.123,1189235,88.880325,76.24915,62.48192499999999
2024-03-28,435212270.0,90.5004,90.0,90.356,91.3,89.193,771056,89.442525,76.93521,62.950425
2024-04-01,452441490.0,90.5143,90.299,90.363,92.225,89.204,872235,89.846725,77.60033,63.404005
2024-04-02,433063550.0,88.9609,88.448,89.452,90.094,87.62,838080,90.05747500000001,78.19955,63.841015
2024-04-03,370066550.0,89.5453,88.484,88.964,90.374,88.4,698937,90.207475,78.78575,64.27110499999999
2024-04-04,434964920.0,88.3499,90.406,85.905,90.634,85.88,892810,90.067725,79.30639000000001,64.664415
2024-04-05,399678460.0,87.5842,86.866,88.008,88.481,85.926,788317,89.834675,79.83931,65.074995
2024-04-08,283220000.0,87.4278,88.7,87.133,88.83,86.732,643890,89.814925,80.34962999999999,65.462975
2024-04-09,503547350.0,84.8175,87.442,85.354,87.635,83.022,1086603,89.79392499999999,80.83609,65.830315
2024-04-10,431928530.0,86.3739,83.926,87.039,87.4,83.709,869833,89.55022499999998,81.32757000000001,66.204145
2024-04-11,431637270.0,89.0982,87.42,90.616,90.739,86.926,893266,89.536625,81.88441,66.621425
2024-04-12,426804790.0,88.7371,89.699,88.186,90.175,87.53,844483,89.548725,82.41759,67.00848500000001
2024-04-15,443076950.0,88.1206,89.098,86.001,90.613,85.929,924636,89.45694999999999,82.87707,67.375515
2024-04-16,370453020.0,87.2648,86.4325,87.415,88.118,86.0639,718364,89.40495,83.30217,67.745575
2024-04-17,495399510.0,85.6896,88.34,84.035,88.775,83.95,973568,89.13680000000001,83.59622999999999,68.086485
2024-04-18,447260340.0,84.7627,84.97,84.671,86.19,82.402,837609,88.85175000000001,83.92519,68.446035
2024-04-19,875198000.0,79.6366,83.15,76.2,84.324,75.606,1766352,88.09,84.04720999999999,68.730275
2024-04-22,596340510.0,78.6079,78.104,79.518,80.073,76.4,1227187,87.35145,84.24475000000001,69.043035
2024-04-23,438559370.0,81.9257,80.769,82.423,82.769,80.264,868370,86.7225,84.45054999999998,69.389055
2024-04-24,512207530.0,81.3232,83.95,79.677,84.082,79.183,1011396,86.0783,84.59913,69.704425
2024-04-25,424640730.0,81.7226,78.868,82.632,83.323,78.223,877533,85.69739999999999,84.80921000000001,70.063045
2024-04-26,551010780.0,86.636,83.818,87.735,88.3309,83.387,1062174,85.56635,85.08590999999998,70.47274499999999
2024-04-29,388970760.0,87.0561,87.595,87.757,87.992,85.266,766266,85.43605,85.38789000000001,70.895215
2024-04-30,363708700.0,87.2164,87.24,86.402,88.819,86.3,711698,85.28354999999999,85.66367,71.293575
2024-05-01,559863170.0,83.5472,85.077,83.041,86.0,81.2546,1087885,84.98740000000001,85.93545,71.66895500000001
2024-05-02,377897540.0,84.9912,84.449,85.817,86.237,83.2,693554,84.983,86.30235,72.061165
2024-05-03,398340720.0,88.3395,87.789,88.789,89.281,87.04,785566,85.02205000000001,86.50737000000001,72.473995
2024-05-06,376202550.0,91.3588,89.39,92.14,92.22,89.055,834439,85.27239999999999,86.77383000000002,72.929125
2024-05-07,437341610.0,90.5684,91.098,90.554,91.781,89.011,835435,85.53240000000001,87.00307,73.35809499999999
2024-05-08,325721020.0,90.3145,89.4825,90.412,91.194,89.42,621213,85.70105000000001,87.23728999999999,73.781335
2024-05-09,378012680.0,89.0989,90.529,88.747,91.072,88.231,715057,85.6076,87.45897000000001,74.185305
2024-05-10,335325410.0,90.0519,90.3045,89.878,91.401,89.227,677374,85.6922,87.67429,74.595185
2024-05-13,289680170.0,90.1269,90.478,90.399,90.998,88.529,623995,85.9121,87.83669,74.998405
2024-05-14,296507080.0,90.7006,89.599,91.356,91.651,88.934,617287,86.10915,87.95907,75.415925
2024-05-15,417735450.0,93.8971,92.472,94.63,94.862,91.599,909024,86.6389,88.13239,75.881115
2024-05-16,323951820.0,94.9385,94.91,94.359,95.819,94.103,690246,87.1233,88.24557,76.334805
2024-05-17,359691030.0,93.1529,94.369,92.479,94.74,91.806,713922,87.93725,88.24177,76.771295
2024-05-20,318764460.0,94.6688,93.75,94.78,95.2,93.44,724694,88.70035,88.38681000000001,77.226305
2024-05-21,328946460.0,94.5709,93.599,95.386,95.4,93.18,737743,89.3485,88.57905000000001,77.685995
2024-05-22,548647990.0,95.6206,95.459,94.95,96.02,93.249,1385471,90.11215,88.63978999999999,78.140275
2024-05-23,835065280.0,103.8416,102.028,103.799,106.32,101.52,2016780,91.17049999999999,88.89801,78.683045
2024-05-24,429493670.0,104.8935,104.449,106.469,106.475,103.0,992150,92.1072,89.26850999999999,79.266055
2024-05-28,652727890.0,112.6307,110.244,113.901,114.939,109.883,1706147,93.4144,89.7898,79.929375
2024-05-29,557441930.0,113.9023,113.05,114.825,115.492,110.901,1361445,94.83554999999998,90.31720000000001,80.597645
2024-05-30,487350330.0,113.0815,114.65,110.5,115.8192,109.663,1251362,96.20849999999999,90.73924000000001,81.211675
2024-05-31,613262500.0,109.5759,112.52,109.633,112.717,106.94,1294733,97.3993,91.12446,81.785475
2024-06-03,438391760.0,113.6685,113.621,115.0,115.0,112.003,1187574,98.70984999999999,91.59576000000001,82.40407499999999
2024-06-04,403324010.0,115.2975,115.716,116.437,116.6,114.045,1056061,99.9247,92.03872,83.02494499999999
2024-06-05,528401780.0,120.421,118.371,122.44,122.4495,117.468,1410118,101.51899999999999,92.58748,83.70112499999999
2024-06-06,664696190.0,121.1279,124.048,120.998,125.587,118.32,1912084,103.0483,93.15622000000002,84.36400499999999
2024-06-07,412385800.0,120.0427,119.77,120.888,121.6917,118.022,1119491,104.65535,93.76898000000001,85.009065
2024-06-10,314162650.0,121.1155,120.37,121.79,195.95,117.01,2798759,106.25094999999999,94.39766,85.66643499999998
2024-06-11,222551158.0,120.8386,121.77,120.91,122.87,118.74,1805422,107.77650000000001,95.0086,86.304465
2024-06-12,299595001.0,125.1705,123.06,125.2,126.88,122.57,2024530,109.46869999999998,95.72355999999999,86.96155499999999
2024-06-13,260704537.0,128.8073,129.39,129.61,129.8,127.16,1895034,111.21770000000001,96.53648000000001,87.66111500000001
